s2_q3_baseline,s3_q6_a_7_baseline,s3_q6_a_9_baseline,s3_q6_9_baseline,forecast_ability_baseline,s6f_q4_baseline,s7_q16_baseline,inside_total_hrs_baseline,work_total_hrs_baseline,s9_q4_field_count_baseline,dem_q2_baseline,dem_q3_baseline,dem_q5_baseline,yrs_educ_formal_baseline,dem_q8_baseline,own_house_baseline,asset_index_baseline,dem_q31_baseline,dem_q32_baseline,tehsil_n_baseline,epd_treatment_baseline,s7_q2_baseline_r,dem_q14_baseline,dem_q22_baseline,dem_q24_baseline,dem_q25_baseline,dem_q30_baseline,pref_baseline,pref_endline,wtp_paqi,wtp_epd,wtp_dif
45,0,0,0,0.8299804925918579,80,1,13,10,0,6,0,1,4,1,1,-0.06621140241622925,Daily labour,2,1,0,1,0,0,1,2,2,1,1,300,300,0
34,0,0,0,1.0249745845794678,60,2,13.5,10,0,5,0,1,3,2,1,-0.06621140241622925,Daily labour,4,1,1,4,1,0,2,0,3,1,0,100,100,0
50,0,1,1,0.9467877149581909,90,1,13.5,14.5,0,8,0,1,8,2,0,-0.06621140241622925,Daily labour,3,0,1,1,1,0,1,2,6,0,0,200,220,-20
30,1,0,1,1.1025307178497314,80,2,24,13,0,6,0,1,0,6,1,-0.06621140241622925,Private job with a salary,2,1,0,1,1,0,1,2,3,0,1,220,220,0
40,0,0,0,0.8288393616676331,70,2,12.5,12.5,1,5,0,1,0,1,0,0.685176432132721,Daily labour,4,0,1,4,1,0,1,2,3,0,0,196,205,-9
39,0,0,0,0.8689162135124207,90,2,22,15.5,1,11,1,1,10,2,1,-0.06621140241622925,Earnings from trade,3,0,1,2,1,0,1,4,4,0,0,250,280,-30
41,0,0,0,0.9857234954833984,70,2,14,10,1,3,1,0,12,1,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,3,0,0,260,285,-25
50,0,0,0,1.024659276008606,80,2,14,11,1,3,0,0,12,1,0,-0.8175992965698242,Earnings from trade,3,0,1,3,0,0,1,3,4,1,0,200,238,-38
40,0,0,0,0.4078252613544464,80,2,12,11,1,8,1,1,8,3,1,-0.8175992965698242,Earnings from trade,3,0,1,4,1,0,2,3,4,0,0,220,264,-44
25,0,0,0,0.3342134654521942,90,2,11,11,2,5,0,1,10,1,1,1.436564326286316,Earnings from trade,3,0,0,3,1,1,1,2,3,0,1,226,204,22
44,0,0,0,0.8604651093482971,80,1,12.5,17,1,6,1,1,8,1,1,-0.06621140241622925,Daily labour,3,0,1,2,1,0,1,2,5,1,0,200,220,-20
30,0,0,0,0.34361234307289124,90,1,21,14.5,1,8,1,1,10,2,1,-0.06621140241622925,Private job with a salary,3,0,0,2,1,0,1,2,3,1,1,200,175,25
38,1,0,1,0.9034760594367981,80,1,22,11.5,0,5,0,1,10,1,1,1.436564326286316,Earnings from trade,3,1,0,4,1,1,1,21,3,1,1,250,250,0
32,0,1,1,0.7819775938987732,80,4,22,11,0,6,1,1,10,1,1,1.436564326286316,Earnings from trade,2,1,1,2,1,1,1,2,4,1,0,300,300,0
48,0,0,0,0.5642502903938293,70,2,18.5,12,2,9,1,1,10,1,1,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,2,4,0,1,225,200,25
36,0,0,0,0.3618178963661194,90,1,21,14.5,1,9,1,1,12,2,0,-0.06621140241622925,Private job with a salary,3,0,1,2,1,0,1,3,3,0,0,210,245,-35
50,1,1,1,0.8530232310295105,100,1,12.5,10,0,12,0,0,10,3,1,-0.06621140241622925,Earnings from trade,2,1,0,1,0,1,2,6,6,1,1,100,100,0
40,0,0,0,1.1869724988937378,100,1,11.5,8,0,7,1,0,5,1,1,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,4,1,1,175,175,0
42,1,0,1,0.943975567817688,90,1,10.5,14,1,7,1,1,10,2,1,4.442115783691406,Daily labour,2,1,0,1,1,1,1,3,3,1,1,350,350,0
26,0,0,0,0.8976744413375854,70,2,14,11,2,11,1,1,16,3,1,-0.8175992965698242,Private job with a salary,3,0,1,4,1,0,2,3,5,0,0,222,257,-35
33,0,0,0,1.024659276008606,90,1,13,14,1,8,1,1,10,2,0,-1.5689871311187744,Daily labour,3,0,1,2,1,0,2,3,5,1,0,150,180,-30
30,0,1,1,1.003210186958313,80,2,14,12,1,6,0,1,0,1,1,-0.06621140241622925,Daily labour,2,1,0,3,1,0,1,2,4,1,1,200,200,0
62,0,1,1,0.8604651093482971,80,1,14.5,15,0,11,0,1,0,2,1,-0.8175992965698242,Private job with a salary,3,0,1,2,1,0,2,2,5,0,0,220,260,-40
35,0,0,1,0.943975567817688,80,2,15,9,0,7,0,1,4,1,0,-0.06621140241622925,Daily labour,3,1,0,2,1,0,2,2,3,1,1,350,350,0
50,1,0,0,0.7488372325897217,90,1,13,11.5,1,7,0,1,5,1,0,-0.06621140241622925,Earnings from trade,2,1,1,4,1,0,1,2,4,0,0,300,300,0
52,0,0,0,0.27753305435180664,85,2,21.166667938232422,15.166667938232422,2,6,1,0,18,1,1,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,5,0,1,250,210,40
55,0,0,0,0.38022083044052124,90,2,15,8,1,6,0,0,6,1,1,-0.06621140241622925,Current government job,3,0,0,4,1,0,1,2,3,0,1,276,235,41
40,1,1,1,0.8491171002388,70,2,24,9,1,5,0,1,8,1,1,-2.3203749656677246,Earnings from industry,3,1,1,3,0,0,2,3,3,1,0,160,160,0
43,0,1,1,0.36563876271247864,100,2,13,14,0,5,0,0,8,1,1,-0.06621140241622925,Private job with a salary,3,0,0,2,1,0,1,2,4,1,1,250,200,50
60,1,0,1,1.336145281791687,100,1,12.5,10,0,2,0,0,3,1,0,-0.06621140241622925,Earnings from trade,3,1,1,1,0,0,1,2,3,1,0,172,172,0
33,0,0,0,0.7819775938987732,70,1,14,9,0,7,0,1,4,2,1,-1.5689871311187744,Daily labour,4,1,1,4,0,0,2,2,2,1,0,250,250,0
50,0,1,0,0.7860465049743652,80,2,23,13,0,13,0,1,0,2,1,-0.06621140241622925,Earnings from trade,2,1,1,3,1,0,1,3,5,0,0,300,300,0
26,0,0,0,0.6950240135192871,60,1,24,10,1,5,0,1,8,1,1,-1.5689871311187744,Private job with a salary,2,1,0,1,1,0,0,2,3,1,1,80,80,0
30,1,1,1,0.8491171002388,100,1,12.5,9.5,0,4,0,0,12,1,0,-0.06621140241622925,Private job with a salary,3,1,1,3,0,0,1,3,5,1,0,225,225,0
28,0,0,0,0.9078519940376282,70,2,22,13,1,5,0,1,0,3,1,-0.06621140241622925,Earnings from trade,3,0,1,4,1,0,1,2,3,0,0,215,238,-23
35,0,0,0,0.7488372325897217,70,2,21.5,16,0,8,1,1,8,1,1,-0.06621140241622925,Earnings from trade,3,0,0,1,1,0,1,2,4,1,1,200,180,20
50,0,1,1,0.772070586681366,80,4,15,11.5,1,8,0,1,5,1,1,-0.06621140241622925,Daily labour,2,1,1,2,1,0,1,3,4,0,0,250,250,0
32,0,0,0,0.7819775938987732,75,1,24,7,1,6,0,1,18,2,1,-0.8175992965698242,Current government job,2,1,1,1,1,0,2,2,3,1,0,50,50,0
40,0,1,1,0.8604651093482971,100,1,11.333333969116211,8.833333969116211,0,7,0,0,8,1,0,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,3,1,1,180,180,0
50,1,1,0,0.9261636734008789,50,2,22,9,1,7,0,0,4,2,1,-0.8175992965698242,Earnings from industry,3,1,1,3,1,0,2,2,2,1,0,290,290,0
58,0,0,0,0.9234262704849243,70,2,15,8,2,4,0,0,10,1,1,-0.06621140241622925,Earnings from trade,2,0,0,4,1,0,1,2,3,1,1,206,192,14
46,0,0,0,0.7910447120666504,80,1,13,16,0,12,0,1,10,3,1,-0.06621140241622925,Private job with a salary,3,0,0,2,1,0,1,2,6,1,1,270,250,20
38,0,0,0,0.3342134654521942,80,2,20.5,15,2,14,1,1,12,3,1,-0.8175992965698242,Earnings from trade,3,0,1,2,1,0,1,4,5,0,0,250,280,-30
25,0,0,0,0.27753305435180664,80,2,13.5,14,1,12,1,1,10,3,1,-1.5689871311187744,Earnings from trade,3,0,0,2,1,0,2,3,7,1,1,200,150,50
60,0,0,0,0.934883713722229,80,2,17,11,1,2,1,0,10,1,1,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,2,0,1,236,213,23
62,0,0,0,0.29955947399139404,90,2,12.5,16,1,7,0,1,16,4,1,-0.8175992965698242,Private job with a salary,3,0,1,1,1,0,1,3,5,0,0,200,220,-20
25,0,1,0,1.024659276008606,90,2,13.166666984558105,12.166666030883789,0,7,0,1,0,7,0,-0.06621140241622925,Daily labour,3,1,1,3,1,0,1,2,4,1,0,260,260,0
60,0,1,1,1.0249745845794678,75,2,13,12,0,8,0,1,3,2,1,2.939340114593506,Daily labour,2,1,0,3,1,1,1,3,4,0,1,200,200,0
22,1,0,0,1.1869724988937378,100,1,10.5,10.5,0,6,1,0,10,1,0,-0.06621140241622925,Private job with a salary,3,1,0,1,1,0,1,2,2,1,1,180,180,0
40,0,0,0,0.23348017036914825,80,2,21,15,0,6,0,1,10,1,1,-0.06621140241622925,Earnings from trade,3,0,0,1,1,0,1,2,5,1,1,190,130,60
55,1,0,0,1.0249745845794678,100,1,10.666666030883789,9.5,0,6,0,0,8,2,0,-0.8175992965698242,Daily labour,3,1,1,1,0,0,1,3,3,1,0,200,200,0
41,0,0,0,0.8299804925918579,80,2,12,12,1,6,1,1,0,1,1,-0.06621140241622925,Daily labour,4,0,1,4,1,0,1,2,3,0,0,200,218,-18
20,1,0,0,0.9390006065368652,100,1,12,10,0,3,0,0,5,1,0,-1.5689871311187744,Daily labour,4,1,1,1,0,0,0,2,2,1,0,100,100,0
34,0,0,0,0.2731277644634247,75,1,22,17,1,6,1,1,12,3,0,-0.8175992965698242,Earnings from trade,3,0,0,1,1,0,0,2,3,0,1,290,250,40
26,0,0,0,0.9034760594367981,60,1,14,10,0,5,0,1,10,1,1,-0.8175992965698242,Daily labour,2,1,0,2,1,0,2,3,3,1,1,120,120,0
40,0,0,0,0.9857234954833984,90,2,19,13.5,1,9,0,1,10,1,1,0.685176432132721,Current government job,3,0,0,3,1,1,1,2,3,0,1,230,200,30
30,0,0,0,0.5409309267997742,50,1,15,9,0,9,0,0,5,2,0,-0.06621140241622925,Daily labour,4,1,0,1,1,0,2,2,1,1,1,150,150,0
65,1,0,0,0.7860465049743652,90,2,23,14.5,0,3,1,0,6,1,1,0.685176432132721,Earnings from trade,3,1,0,4,1,1,1,2,3,0,1,300,300,0
38,0,0,0,0.7860465049743652,80,2,12,10,1,7,1,0,8,1,1,-0.8175992965698242,Earnings from trade,3,0,1,4,1,0,2,2,3,0,0,244,274,-30
52,0,0,0,0.5182428956031799,75,2,20,14,2,4,0,1,12,1,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,2,0,1,260,220,40
65,0,0,0,0.9720930457115173,95,1,16,16,0,3,1,0,5,1,1,-1.5689871311187744,Current government job,3,0,0,1,0,0,0,2,3,0,1,250,200,50
35,0,0,0,0.32158589363098145,80,1,21,13.5,1,5,0,1,10,1,1,-0.06621140241622925,Daily labour,3,0,0,3,1,0,1,2,4,0,1,265,230,35
45,0,0,0,0.810593843460083,75,1,22,7.5,1,5,0,0,8,2,1,0.685176432132721,Daily labour,4,1,0,2,1,0,1,2,3,1,1,320,320,0
40,1,0,0,1.080256700515747,80,1,13.5,9,0,5,0,0,10,1,1,-0.06621140241622925,Earnings from trade,3,1,0,1,1,0,1,2,3,1,1,145,145,0
70,0,0,0,0.38022083044052124,80,2,11,11,1,4,0,1,5,2,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,3,0,0,200,208,-8
30,0,0,1,0.34361234307289124,90,1,20,13.5,2,3,0,0,10,1,1,-0.8175992965698242,Daily labour,4,0,1,2,1,0,0,2,3,0,0,180,210,-30
40,1,1,0,0.810593843460083,90,4,13.5,11,0,12,0,1,10,2,1,-0.8175992965698242,Daily labour,3,1,1,4,1,0,2,2,5,1,0,250,250,0
40,1,0,0,0.8976744413375854,75,4,12.5,12,0,8,1,1,10,1,1,0.685176432132721,Daily labour,3,1,0,3,1,0,1,3,4,1,1,200,200,0
28,0,0,0,0.9184589982032776,100,1,12.333333969116211,7.833333492279053,0,6,0,0,5,1,0,-0.06621140241622925,Daily labour,4,1,1,1,1,0,1,3,3,1,0,300,300,0
40,1,0,0,0.8530232310295105,100,1,15.166666984558105,8.166666984558105,0,6,0,0,8,1,0,0.685176432132721,Earnings from trade,4,1,0,1,0,0,1,2,3,1,1,100,100,0
40,0,1,1,0.7860465049743652,80,1,14,14,0,6,1,1,0,1,1,-0.06621140241622925,Daily labour,3,0,0,1,1,0,1,2,3,0,1,200,150,50
28,0,0,0,1.0179141759872437,70,1,23.5,9.5,0,12,0,1,10,2,1,-0.8175992965698242,Earnings from trade,4,1,0,2,1,0,2,3,4,1,1,150,150,0
43,0,0,0,1.5932202339172363,75,2,21.5,15.5,2,6,1,0,8,2,1,-0.06621140241622925,Private job with a salary,4,0,0,2,1,0,1,2,2,0,1,260,220,40
63,0,1,1,1.0249745845794678,90,1,21,8.5,1,10,0,1,8,2,1,-1.5689871311187744,Pension - Government,3,0,1,1,1,0,2,3,5,1,0,190,230,-40
65,0,0,0,0.8604651093482971,60,2,15,9,0,15,1,0,3,3,0,-0.06621140241622925,Daily labour,3,1,0,3,1,0,3,3,4,1,1,300,300,0
28,1,1,0,0.9034760594367981,90,1,23,12,1,4,0,1,18,1,1,2.939340114593506,Earnings from trade,1,1,0,2,1,1,1,2,4,0,1,300,300,0
40,0,0,0,1.065474033355713,75,1,24,16.5,2,11,1,1,16,4,1,-1.5689871311187744,Earnings from trade,3,0,1,3,1,0,2,5,3,0,0,260,290,-30
55,0,0,0,0.9034760594367981,70,1,14,10.5,1,6,0,1,10,2,1,0.685176432132721,Earnings from trade,3,0,0,4,1,1,2,2,3,0,1,208,193,15
40,1,1,0,0.8491171002388,90,1,13.5,11,0,16,1,1,10,2,1,-0.06621140241622925,Daily labour,3,1,1,2,1,0,2,4,5,0,0,250,250,0
20,1,1,1,0.9274418354034424,100,1,12.833333969116211,8.833333015441895,0,5,0,0,8,1,0,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,4,1,1,200,200,0
32,0,0,0,0.49983999133110046,85,1,20,14.5,1,7,1,1,16,2,1,-0.8175992965698242,Private job with a salary,3,0,0,3,1,0,1,3,3,0,1,230,200,30
28,1,1,0,0.934883713722229,80,2,23,11.5,0,4,0,1,0,1,0,0.685176432132721,Daily labour,3,1,0,1,1,1,1,2,2,1,1,200,200,0
19,0,0,0,1.0249745845794678,80,1,19,13.5,1,4,0,0,8,1,1,-0.8175992965698242,Daily labour,4,0,0,1,1,0,0,2,2,0,1,250,220,30
43,0,0,0,0.943975567817688,70,1,12.5,16,1,10,1,1,12,2,1,-1.5689871311187744,Private job with a salary,3,0,1,1,1,0,2,3,6,1,0,150,200,-50
43,0,0,0,0.8604651093482971,70,2,13,10,1,6,0,1,8,1,0,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,3,0,0,210,233,-23
50,0,0,0,0.9844750761985779,90,2,20,14.5,2,6,0,0,16,2,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,2,0,0,250,270,-20
23,1,0,0,0.8604651093482971,100,1,12.833333969116211,9.833333015441895,0,6,0,0,10,1,0,0.685176432132721,Earnings from trade,2,1,1,4,0,1,1,3,4,1,0,350,350,0
58,1,0,0,0.9261636734008789,100,1,13.833333969116211,9.333333015441895,0,3,0,0,0,1,1,-1.5689871311187744,Daily labour,3,1,1,1,0,0,1,2,4,1,1,185,185,0
30,1,1,1,0.8604651093482971,100,1,13.166666984558105,9.666666030883789,0,5,0,0,10,1,0,-0.06621140241622925,Daily labour,4,1,0,3,1,0,1,2,2,1,1,135,135,0
30,0,0,0,0.6744186282157898,60,2,14,10,0,8,0,1,10,2,1,-1.5689871311187744,Daily labour,3,1,1,2,1,0,2,2,3,1,0,100,100,0
45,0,0,1,1.0590959787368774,50,1,24,7,0,8,0,0,0,2,1,-0.06621140241622925,Private job with self-employment,2,1,1,3,1,0,2,2,3,1,0,50,50,0
37,0,0,0,1.0508596897125244,70,1,23,8,0,6,0,1,0,1,1,1.436564326286316,Earnings from trade,3,1,0,2,1,0,1,2,4,1,1,300,300,0
23,0,1,0,0.7860465049743652,90,2,13,12.5,0,3,0,0,7,1,0,-0.8175992965698242,Daily labour,2,1,0,1,0,0,1,2,3,1,1,300,300,0
24,0,0,0,1.4406778812408447,85,1,20,13.5,1,2,0,0,10,1,1,1.436564326286316,Current government job,3,0,1,3,1,0,1,2,1,0,0,250,280,-30
58,1,0,0,0.7488372325897217,90,1,12.5,12.5,0,5,0,0,0,1,1,0.685176432132721,Daily labour,3,1,1,3,1,0,1,2,3,0,0,350,350,0
40,0,0,0,0.934883713722229,80,2,12,10,1,6,0,1,8,1,0,-0.06621140241622925,Private job with a salary,3,0,0,4,1,0,1,2,3,0,1,257,228,29
22,1,0,0,0.8976744413375854,75,2,13.5,10,0,4,0,0,12,1,0,-0.06621140241622925,Daily labour,2,1,0,2,1,0,1,2,3,1,1,300,300,0
25,0,0,0,0.38942229747772217,80,2,12,12,2,6,0,1,7,1,1,-0.06621140241622925,Private job with a salary,3,0,1,3,1,0,1,3,4,0,0,193,202,-9
40,0,0,0,1.105973482131958,100,1,15,16,1,7,0,1,16,1,1,-0.06621140241622925,Current government job,3,0,1,1,1,0,1,3,5,0,0,170,190,-20
34,0,0,0,1.0249745845794678,80,1,14,16,0,4,0,1,16,1,0,-0.06621140241622925,Private job with a salary,3,0,0,1,1,0,1,2,3,1,1,250,200,50
58,0,0,0,0.8530232310295105,100,1,10.5,12,0,5,0,0,10,1,1,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,3,1,1,280,280,0
45,0,0,0,0.9844750761985779,80,2,13,11,1,4,0,1,10,1,1,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,2,3,0,0,256,272,-16
50,0,0,0,1.644067645072937,70,2,14,8,1,16,0,1,10,4,0,-0.8175992965698242,Current government job,3,0,0,4,1,0,2,3,3,0,1,250,237,13
37,0,0,0,0.943975567817688,80,1,21,14.5,2,11,1,1,8,2,1,-0.06621140241622925,Private job with a salary,3,0,0,2,1,0,1,3,2,0,1,200,180,20
42,0,0,0,1.5932202339172363,80,2,15,10,1,7,0,1,5,1,0,-0.06621140241622925,Current government job,3,0,0,4,1,0,1,3,2,0,1,265,225,40
40,0,0,1,0.8232558369636536,70,1,24,8.5,1,3,0,1,12,1,0,-0.06621140241622925,Daily labour,3,1,0,4,1,0,1,2,3,1,1,180,180,0
68,0,0,1,0.812004566192627,60,1,23,8,0,5,1,1,0,2,1,-0.06621140241622925,Earnings from trade,3,1,0,1,1,0,1,2,2,1,1,250,250,0
60,1,0,0,0.8232558369636536,80,4,23,11.5,1,6,0,1,5,2,1,-0.06621140241622925,Earnings from trade,1,1,0,3,1,1,1,2,4,0,1,275,275,0
43,0,0,0,1.105973482131958,100,2,15,14,1,5,0,1,10,1,1,-0.06621140241622925,Current government job,3,0,0,1,1,0,1,2,5,0,1,170,150,20
50,0,0,0,0.6372092962265015,50,2,15,8,0,9,0,1,0,2,0,-0.8175992965698242,Daily labour,3,1,0,3,1,0,0,2,3,1,1,240,240,0
50,1,0,0,0.8604651093482971,100,1,12.5,10.5,0,4,0,1,8,1,0,0.685176432132721,Earnings from trade,3,1,0,1,1,0,1,2,3,1,1,300,300,0
48,0,0,0,1.542372703552246,70,2,13,10,1,5,1,1,10,1,0,0.685176432132721,Current government job,4,0,0,4,1,0,1,1,2,0,1,247,215,32
32,0,0,0,1.0249745845794678,80,2,13,11,1,5,1,1,10,2,1,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,2,4,0,1,225,209,16
50,0,1,1,1.0249745845794678,90,1,13.5,15.5,0,4,0,0,0,1,0,-1.5689871311187744,Private job with a salary,4,0,1,2,0,0,0,2,3,1,0,250,280,-30
52,0,0,1,0.7116279006004333,70,1,24,3.5,0,7,0,1,10,1,1,0.685176432132721,Pension - Government,3,1,0,3,1,0,1,2,2,1,1,50,50,0
43,0,0,0,0.935875654220581,90,1,16,13.5,1,8,1,1,8,1,1,-0.8175992965698242,Current government job,3,0,1,1,1,0,2,3,5,0,0,200,230,-30
40,0,0,0,1.0249745845794678,90,2,14,10,1,6,0,1,16,1,0,-0.8175992965698242,Current government job,3,0,0,4,1,0,2,3,3,1,1,210,200,10
33,0,0,0,0.934883713722229,100,1,13,10,0,8,0,0,0,1,0,-0.8175992965698242,Daily labour,5,1,0,1,1,0,0,2,2,1,1,200,200,0
43,1,1,0,0.934883713722229,80,4,23,14.5,0,9,1,1,0,1,1,-0.8175992965698242,Earnings from trade,3,1,1,4,0,0,1,2,4,0,0,250,250,0
45,0,0,0,1.542372703552246,80,2,20,13.5,2,6,0,1,12,1,0,-0.06621140241622925,Current government job,3,0,0,4,1,0,1,2,2,0,1,200,175,25
46,0,0,0,1.065474033355713,80,1,16,14,0,8,1,1,8,2,0,-0.06621140241622925,Daily labour,4,0,0,2,1,0,1,2,6,0,1,250,210,40
32,0,1,0,0.6950240135192871,70,2,23,11.5,0,7,1,1,10,1,1,-0.06621140241622925,Earnings from trade,3,1,1,4,1,0,1,2,5,1,1,300,300,0
50,0,1,1,0.934883713722229,100,1,12.5,11.333333015441895,0,5,0,0,0,1,1,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,3,1,1,380,370,10
36,0,0,0,0.9767322540283203,60,1,22.5,8.5,0,9,1,1,13,2,1,-0.06621140241622925,Private job with a salary,2,1,0,1,1,1,2,3,4,1,1,220,220,0
43,0,0,0,1.4610167741775513,90,1,22,15.5,2,8,0,1,12,1,0,-0.06621140241622925,Earnings from trade,3,0,0,4,1,0,1,3,4,0,1,240,200,40
42,0,0,0,1.1453691720962524,90,1,14,14,1,5,0,1,12,1,0,-0.8175992965698242,Daily labour,3,0,0,1,0,0,1,2,4,0,1,200,170,30
27,0,0,0,1.1002779006958008,90,2,22,11.5,1,4,1,0,13,1,1,1.436564326286316,Private job with a salary,3,1,1,4,1,1,1,2,3,1,0,350,350,0
38,1,1,1,1.0590959787368774,100,1,13.333333015441895,9.333333015441895,0,12,0,0,8,3,1,-0.8175992965698242,Earnings from trade,3,1,1,1,0,0,0,6,3,1,0,280,280,0
30,1,1,1,0.7860465049743652,60,1,15,8,0,10,0,1,5,2,0,-0.8175992965698242,Daily labour,3,1,1,1,1,0,2,2,4,1,0,180,180,0
48,0,0,1,1.5932202339172363,85,2,22,15.5,2,10,1,1,8,4,0,-0.06621140241622925,Earnings from trade,3,0,1,3,1,0,1,3,3,0,0,220,250,-30
30,1,1,1,1.0508596897125244,100,1,13.166666030883789,8,0,7,0,0,12,1,1,-0.06621140241622925,Private job with a salary,2,1,0,1,0,1,1,2,4,1,1,115,115,0
29,1,1,1,1.1414598226547241,100,1,14.166666984558105,9.333333015441895,0,6,0,0,8,1,1,-1.5689871311187744,Daily labour,4,1,0,1,0,0,0,2,2,1,1,90,90,0
31,0,1,1,1.745762586593628,80,2,15,15.5,0,7,0,0,0,3,0,-0.06621140241622925,Daily labour,3,0,1,1,1,0,0,2,3,0,0,200,220,-20
45,0,0,0,0.8604651093482971,50,1,13,9,0,5,0,1,10,1,0,0.685176432132721,Daily labour,3,1,0,3,1,0,1,2,2,1,1,50,50,0
45,0,0,0,1.6949150562286377,90,1,13,16,1,11,0,1,10,3,1,-1.5689871311187744,Private job with a salary,3,0,0,1,1,0,2,3,5,0,1,260,220,40
65,0,0,0,1.3898303508758545,70,1,13,14.5,0,7,0,1,10,1,1,-0.8175992965698242,Daily labour,3,0,1,1,1,0,2,2,5,0,0,150,180,-30
50,0,0,0,0.38022083044052124,99,4,22.5,10.5,1,5,0,0,18,2,1,2.939340114593506,Private job with a salary,1,1,1,4,1,1,1,4,4,1,1,270,270,0
35,0,0,0,1.4915252923965454,80,2,12,10,1,6,0,1,10,1,1,-0.06621140241622925,Earnings from trade,3,0,1,4,1,0,1,2,3,0,0,218,234,-16
45,0,0,0,1.4406778812408447,80,2,22,15.5,1,7,0,1,10,1,0,-0.06621140241622925,Private job with a salary,3,0,0,2,1,0,1,2,2,0,1,200,180,20
62,0,0,0,0.7860465049743652,75,2,17,12,2,8,1,1,8,2,0,0.685176432132721,Pension - Government,3,0,0,4,1,0,1,3,2,0,1,250,210,40
35,0,0,0,0.8943684101104736,70,1,24,9,0,7,1,1,12,1,1,0.685176432132721,Earnings from trade,2,1,1,5,1,1,1,2,4,1,0,120,120,0
40,1,0,0,1.0590959787368774,100,1,12,8.5,0,15,0,0,8,4,1,-0.8175992965698242,Daily labour,3,1,0,1,1,0,2,9,4,1,1,200,200,0
40,0,0,0,1.644067645072937,80,1,14.5,15,0,9,1,1,8,1,1,-0.06621140241622925,Private job with a salary,3,0,0,2,1,0,1,2,5,1,1,200,160,40
25,0,0,0,1.644067645072937,70,2,14,10,1,6,1,1,12,2,1,2.1879522800445557,Private job with a salary,2,0,1,4,1,1,1,3,3,1,0,233,252,-19
35,1,1,0,0.935550332069397,90,1,14,10.5,0,4,0,1,9,1,1,0.685176432132721,Daily labour,2,1,0,1,1,1,1,2,3,1,1,250,250,0
40,0,0,0,0.4883720874786377,50,1,24,12.5,0,6,0,0,10,2,1,-0.06621140241622925,Daily labour,3,1,0,1,1,0,1,2,3,1,1,320,320,0
40,0,0,1,0.9767322540283203,80,1,22,7,0,6,0,1,0,1,1,-0.06621140241622925,Private job with self-employment,3,1,0,2,1,1,2,2,3,1,1,50,50,0
50,0,0,0,1.6949150562286377,90,1,14.5,16,0,7,0,1,8,2,1,-0.8175992965698242,Daily labour,3,0,1,1,1,0,2,2,4,0,0,160,200,-40
39,0,0,0,1.6135591268539429,75,2,22,16,2,10,0,1,8,2,1,-0.06621140241622925,Earnings from trade,3,0,1,2,1,0,1,3,3,0,0,175,200,-25
30,0,0,0,1.5932202339172363,70,2,12,13,1,6,0,1,8,1,0,-0.06621140241622925,Daily labour,3,0,0,4,1,0,1,2,3,0,1,274,259,15
34,0,0,0,0.8976744413375854,70,2,13,11,1,10,1,1,10,1,0,-0.8175992965698242,Daily labour,3,0,1,4,1,0,2,3,3,0,0,234,265,-31
32,0,0,0,1.644067645072937,70,2,14,12,1,15,1,1,12,5,1,-0.06621140241622925,Earnings from trade,2,0,0,4,1,1,3,5,6,0,1,215,190,25
45,0,0,0,1.4406778812408447,60,1,13.5,15,0,8,0,1,8,1,1,-1.5689871311187744,Private job with a salary,2,0,0,1,1,0,2,3,5,1,1,250,200,50
50,0,0,0,1.4406778812408447,80,2,12,11,1,7,1,1,10,2,1,-0.06621140241622925,Earnings from trade,3,0,1,4,1,0,1,2,2,1,0,200,228,-28
32,1,1,1,1.0590959787368774,100,1,12.166666984558105,9.833333015441895,0,3,0,0,10,1,1,-0.06621140241622925,Daily labour,4,1,0,1,1,0,1,2,2,1,1,100,100,0
40,0,0,0,0.934883713722229,80,1,13,10,1,9,0,1,10,3,0,-0.06621140241622925,Private job with a salary,3,0,1,4,1,0,1,3,3,0,0,260,282,-22
30,1,0,1,1.0179141759872437,80,1,21.5,11,0,7,0,1,10,2,1,0.685176432132721,Private job with a salary,3,1,1,5,1,1,2,2,4,0,0,250,250,0
36,0,0,0,0.7860465049743652,85,2,19,14.5,2,5,0,1,8,1,0,0.685176432132721,Current government job,3,0,1,4,1,0,1,2,2,0,0,250,290,-40
35,1,1,1,1.0508596897125244,100,1,13.333333969116211,9.333333015441895,0,5,0,0,8,1,1,-0.8175992965698242,Daily labour,3,1,1,1,0,0,1,2,4,1,0,310,310,0
