s2_q3_baseline,s3_q6_a_7_baseline,s3_q6_a_9_baseline,s3_q6_9_baseline,forecast_ability_baseline,s6f_q4_baseline,s7_q16_baseline,inside_total_hrs_baseline,work_total_hrs_baseline,s9_q4_field_count_baseline,dem_q2_baseline,dem_q3_baseline,dem_q5_baseline,yrs_educ_formal_baseline,dem_q8_baseline,own_house_baseline,asset_index_baseline,dem_q31_baseline,dem_q32_baseline,tehsil_n_baseline,epd_treatment_baseline,s7_q2_baseline_r,dem_q14_baseline,dem_q22_baseline,dem_q24_baseline,dem_q25_baseline,dem_q30_baseline,pref_baseline,pref_endline,wtp_paqi,wtp_epd,wtp_dif
43,0,0,0,0.4426792860031128,60,1,16,7,0,6,1,0,10,1,1,1.436564326286316,Private job with a salary,2,0,0,3,1,1,1,3,5,1,1,120,120,0
49,0,0,0,0.8480121493339539,90,2,12,11,1,5,0,1,12,1,1,2.1879522800445557,Private job with a salary,2,0,0,3,1,1,1,2,4,0,1,258,236,22
55,0,1,1,0.6487763524055481,100,1,11,9.5,0,4,0,0,9,1,1,-0.8175992965698242,Daily labour,3,1,0,1,0,0,1,2,3,1,1,120,120,0
30,0,0,0,0.23658224940299988,70,1,24,9,0,5,1,0,18,1,1,3.690727949142456,Private job with self-employment,2,0,0,1,1,1,1,2,4,1,1,200,200,0
40,0,0,1,0.2195121943950653,70,2,14,10,1,10,1,1,10,2,0,2.1879522800445557,Private job with a salary,2,1,0,2,1,1,2,3,3,1,1,50,50,0
30,1,0,0,0.5972520709037781,85,1,12,11,0,12,0,1,10,2,1,0.685176432132721,Daily labour,3,1,0,4,1,0,1,3,3,0,1,150,150,0
23,0,0,0,0.5121951103210449,80,2,23,13,0,10,0,1,10,2,0,-0.06621140241622925,Daily labour,2,0,0,1,1,0,1,3,4,1,1,380,380,0
59,0,0,1,0.5121951103210449,80,2,23,12,0,7,0,1,8,2,1,0.685176432132721,Current government job,3,1,0,2,1,1,1,3,3,0,1,380,380,0
30,1,1,1,0.5972520709037781,100,1,13.5,9,0,6,0,0,10,1,1,-0.8175992965698242,Earnings from trade,3,1,0,1,0,0,1,2,3,1,1,125,125,0
20,0,0,0,0.31707316637039185,50,1,24,10,0,4,0,1,10,1,1,-0.8175992965698242,Earnings from trade,3,0,0,2,1,0,1,2,3,1,1,70,70,0
18,0,0,0,0.6487763524055481,80,1,11.5,10,0,10,1,1,0,2,1,0.685176432132721,Daily labour,3,1,0,4,1,1,2,3,4,0,1,200,200,0
50,0,1,1,0.5219511985778809,100,1,13,8.5,0,7,0,0,0,1,0,-0.8175992965698242,Daily labour,4,0,0,1,1,0,1,2,2,1,1,70,70,0
29,1,0,0,0.31707316637039185,80,1,23,11,0,4,0,0,12,1,1,0.685176432132721,Earnings from trade,3,1,0,3,1,1,1,2,3,0,1,100,100,0
28,1,1,1,0.46341463923454285,100,1,11.5,8.5,0,7,0,0,7,1,0,-0.06621140241622925,Daily labour,3,0,0,1,0,0,1,3,3,1,1,315,315,0
43,0,0,0,0.4942035675048828,80,1,21,12.5,0,7,0,1,10,2,1,0.685176432132721,Earnings from trade,3,0,0,4,1,1,1,3,3,1,1,150,150,0
25,1,1,1,0.5121951103210449,100,1,12.666666984558105,8.333333015441895,0,6,0,0,12,1,0,-0.8175992965698242,Private job with a salary,4,0,0,1,0,0,1,3,3,1,1,115,115,0
30,0,0,0,0.17073170840740204,50,1,24,7.5,0,5,1,0,12,1,1,0.685176432132721,Earnings from trade,3,1,0,4,1,0,1,2,2,1,1,350,350,0
33,0,0,0,0.024390242993831635,60,2,24,9.5,0,4,0,1,10,1,1,-0.06621140241622925,Earnings from trade,3,1,0,2,1,0,1,2,3,1,1,50,50,0
